Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO:0006910,-0.16561847577550454,-0.8687773665761116,0.7730496453900709,0.9426993423234109,1.0,55/56,78.33%,IGHV5-10-1;IGHV3-48;IGHV3-11;IGHV6-1;IGHV3-64D;IGHV1-18;IGHV4-39;IGHG1;IGHV3-20;IGHV3-66;IGHV3-49;IGHG4;IGHV2-26;IGHV1-58;IGHV4-31;IGHV4-28;IGHV1-24;IGHV3-13;IGLC6;IGHM;IGHD;IGHV1-69;IGLC7;IGHV3-43;IGHV3-74;IGLC3;IGHV2-70D;IGHV4-61;IGHV3-53;IGHG3;IGHV3-21;IGHV3-73;IGLL5;IGHV4-59;IGLL1;IGHE;TRBC1;IGLC2;IGHG2;IGHV3-23;IGHV1-69D;IGHV1-46;IGHV5-51;IGHV3-33;IGHV3-15;IGKC;TRDC;IGHA2;IGHV2-5;IGHA1;IGHV1-2;TRBC2;CLEC7A;IGHV3-7;IGHV4-34
prerank,GO:0005667,0.22120111515891613,0.8640632354252693,0.6916764361078547,0.7695870278427296,1.0,23/55,38.74%,SUB1;NFATC2;GPS2;RBL1;YY1;RB1;NR4A1;NCOA6;ATF7IP;ATF1;MED25;MED23;NFAT5;TCF12;EP300;CREBBP;SIX5;JUND;TRERF1;CREM;LIMD1;SKIL;RCOR3
prerank,GO:0042571,-0.16409601158932852,-0.863526789318413,0.7763157894736842,0.9351165867454563,1.0,55/56,78.33%,IGHV5-10-1;IGHV3-48;IGHV3-11;IGHV6-1;IGHV3-64D;IGHV1-18;IGHV4-39;IGHG1;IGHV3-20;IGHV3-66;IGHV3-49;IGHG4;IGHV2-26;IGHV1-58;IGHV4-31;IGHV4-28;IGHV1-24;IGHV3-13;IGLC6;IGHM;IGHV3-30;IGHD;IGHV1-69;IGLC7;IGHV3-43;IGHV3-74;IGLC3;IGHV2-70D;IGHV4-61;IGHV3-53;IGHG3;IGHV3-21;IGHV3-73;IGLL5;IGHV4-59;IGLL1;IGHE;TRBC1;IGLC2;IGHG2;IGHV3-23;IGHV1-69D;IGHV1-46;IGHV5-51;IGHV3-33;IGHV3-15;IGKC;TRDC;IGHA2;IGHV2-5;IGHA1;IGHV1-2;TRBC2;IGHV3-7;IGHV4-34
prerank,GO:0003682,0.19891269910807005,0.8618655416429867,0.7327677624602333,0.7715193220414627,1.0,39/114,30.48%,HMGN4;MECP2;CGAS;MCMBP;CHD1;BAHD1;PHF21A;ASXL2;ATAD2;NCAPH;RAD21;CDC45;CHD4;PHC2;NCAPH2;PBRM1;PHF19;CRAMP1;REC8;ENY2;NAP1L5;NIPBL;TAF2;LRWD1;CHD5;ATAD2B;SMARCAD1;EZH2;POLA1;TICRR;WAC;HMGN3;PHF13;MSL1;PCLAF;WDHD1;MEN1;SET;FAAP24
prerank,GO:0043235,0.20736388911424442,0.8618282770854327,0.715359828141783,0.7698545391440259,1.0,31/87,35.40%,BMPR1A;IL12RB1;IL2RG;IL5RA;CSF3R;RAMP1;TGFBR1;FGFR1;EPHB2;NTRK1;TNFRSF1A;PDGFRB;CSF2RA;CRLF1;NOTCH2;BMPR2;EPHA2;FGFR2;LEPR;ACVRL1;PDGFRA;OSMR;PTPRB;ERBB2;IL13RA1;ACVR2A;CSF1R;NOTCH1;DDR2;LTK;MERTK
prerank,GO:0009887,-0.18024112098437745,-0.8592759626614468,0.6875,0.9254791871364182,1.0,10/39,15.00%,LAMC3;PBX1;NTN5;ASXL1;HSPG2;NEK8;FGF17;PBX2;PBX3;LAMB1
prerank,GO:0036064,0.22452000934405625,0.8559988412270197,0.7001153402537486,0.7779725151805689,1.0,20/48,35.28%,SSNA1;BBS7;SSX2IP;ODF2L;CCSAP;RILPL2;POC1A;POC1B;CFAP157;PCM1;CCDC113;SPATA7;NEDD1;NPHP4;CEP19;AHI1;TSGA10IP;BBS4;CFAP20;IFT172
prerank,GO:0050871,-0.16302758576230306,-0.8544747843616054,0.7834394904458599,0.9176040340807637,1.0,54/55,78.33%,IGHV5-10-1;IGHV3-48;IGHV3-11;IGHV6-1;IGHV3-64D;IGHV1-18;IGHV4-39;IGHG1;IGHV3-66;IGHV3-49;IGHG4;IGHV2-26;IGHV1-58;IGHV4-31;IGHV4-28;IGHV1-24;IGHV3-13;IGLC6;IGHM;IGHV3-30;IGHD;IGHV1-69;IGLC7;IGHV3-43;IGHV3-74;IGLC3;IGHV2-70D;IGHV4-61;IGHV3-53;IGHG3;IGHV3-21;IGHV3-73;IGLL5;IGHV4-59;IGLL1;IGHE;TRBC1;IGLC2;IGHG2;IGHV3-23;IGHV1-69D;IGHV1-46;IGHV5-51;IGHV3-33;IGHV3-15;IGKC;TRDC;IGHA2;IGHV2-5;IGHA1;IGHV1-2;TRBC2;IGHV3-7;IGHV4-34
prerank,GO:0045109,0.27154594615417527,0.8535659481376263,0.6920152091254753,0.7801930764228057,1.0,7/21,35.38%,KRT6B;KRT23;VIM;KRT81;KRT5;DES;TCHH
prerank,GO:0006958,-0.16347870946613993,-0.8512741234921225,0.8027210884353742,0.9069536330884762,1.0,54/55,78.33%,IGHV5-10-1;IGHV3-48;IGHV3-11;IGHV6-1;IGHV3-64D;IGHV1-18;IGHV4-39;IGHG1;IGHV3-20;IGHV3-66;IGHV3-49;IGHG4;IGHV2-26;IGHV1-58;IGHV4-31;IGHV4-28;IGHV1-24;IGHV3-13;IGLC6;IGHM;IGHV3-30;IGHD;IGHV1-69;IGLC7;IGHV3-43;IGHV3-74;IGLC3;IGHV2-70D;IGHV4-61;IGHV3-53;IGHG3;IGHV3-21;IGHV3-73;IGLL5;IGHV4-59;IGLL1;IGHE;TRBC1;IGLC2;IGHG2;IGHV1-69D;IGHV1-46;IGHV5-51;IGHV3-33;IGHV3-15;IGKC;TRDC;IGHA2;IGHV2-5;IGHA1;IGHV1-2;TRBC2;IGHV3-7;IGHV4-34
prerank,GO:0008286,0.2922783751280141,0.849022626437466,0.6720867208672087,0.7858717963409143,1.0,4/15,12.34%,PIK3R1;SHC1;PIK3R3;GSK3A
prerank,GO:0019957,0.2707855409837725,0.8489798114224393,0.6700898587933247,0.7841900303469881,1.0,5/21,19.98%,CXCR1;ACKR3;CCR5;CXCR2;CX3CR1
prerank,GO:0042277,-0.21453547428871675,-0.8473593646124403,0.7020408163265306,0.8973667528116379,1.0,18/19,68.22%,SSTR3;OXTR;GPR150;ERAP2;OPRM1;TMEM158;NPFFR1;SSTR2;NLRP6;OPRD1;ANPEP;PTGDR2;GPR22;ERAP1;AVPR2;OPRL1;LNPEP;NPEPPS
prerank,GO:0008146,0.26250580610665664,0.8465638174344935,0.6815203145478375,0.7863509444336533,1.0,9/20,33.47%,SULT1A3;CHST11;CHST12;CHST10;TPST2;SULT1A2;SULT1A4;CHST8;CHST14
prerank,GO:0004252,0.2263463605081436,0.8369019407126825,0.7100238663484487,0.8000188984424174,1.0,13/40,29.45%,HTRA4;HTRA1;PRSS3;FURIN;PRSS36;PCSK7;RHBDF2;RHBDL3;PRSS38;RHBDD3;APEH;HTRA2;PRSS21
prerank,GO:0034987,-0.1613723482916179,-0.833800345385659,0.7951807228915663,0.9085222548938453,1.0,52/53,78.33%,IGHV5-10-1;IGHV3-48;IGHV3-11;IGHV6-1;IGHV3-64D;IGHV1-18;IGHV4-39;IGHG1;IGHV3-20;IGHV3-66;IGHV3-49;IGHG4;IGHV2-26;IGHV1-58;IGHV4-31;IGHV4-28;IGHV1-24;IGHV3-13;IGLC6;IGHV3-30;IGHD;IGHV1-69;IGLC7;IGHV3-43;IGHV3-74;IGLC3;IGHV2-70D;IGHV4-61;IGHV3-53;IGHG3;IGHV3-21;IGHV3-73;IGLL5;IGHV4-59;IGHE;TRBC1;IGLC2;IGHG2;IGHV3-23;IGHV1-69D;IGHV1-46;IGHV5-51;IGHV3-33;IGHV3-15;IGKC;TRDC;JCHAIN;IGHV2-5;IGHV1-2;TRBC2;IGHV3-7;IGHV4-34
prerank,GO:0006749,0.2762996482083023,0.8326068148068433,0.6942590120160214,0.8049216057261017,1.0,6/17,23.62%,HAGH;GSR;ETHE1;GSTA4;GSTK1;GSTP1
prerank,GO:0017148,0.28294108260474343,0.830359630473833,0.7,0.8067504788029608,1.0,6/15,30.28%,NANOS1;EIF4ENIF1;FXR2;DDX6;PAIP2;MRPL13
prerank,GO:0030594,-0.18260435572449912,-0.8179748807872241,0.8034682080924855,0.9220478314643145,1.0,3/33,3.39%,CHRM3;DRD4;CHRNG
prerank,GO:0005759,-0.16619709641028174,-0.8163243041345247,0.8263888888888888,0.9081669326651314,1.0,11/47,16.14%,LYRM7;TFB1M;ACSM3;ALKBH7;ETFBKMT;HSPD1;ACSM1;SARDH;LACTB2;ISCU;SIRT4
prerank,GO:0010951,0.25986359894497124,0.8114411589479003,0.73046875,0.8338958657328609,1.0,5/19,18.90%,SERPINB8;SERPINI1;SERPINB9;SERPINB1;SERPINA1
prerank,GO:0007399,-0.16769022878569592,-0.8092797258719635,0.8389261744966443,0.9043511992616002,1.0,12/41,19.84%,FN1;NAV2;CLN8;LDB1;NAV3;INTU;LDB2;RBFOX1;NAV1;ACVR1C;IGF2BP3;NEURL1
prerank,GO:0003730,0.22479857363382216,0.8071269512835786,0.7759433962264151,0.8385784899888619,1.0,10/39,20.02%,RBM44;CELF2;CPEB2;CRYZ;HNRNPA3;CARHSP1;CPEB4;SECISBP2L;FMR1;ANGEL2
prerank,GO:0006506,0.25918403759464814,0.8061436963206313,0.7343324250681199,0.8381898023485483,1.0,7/19,24.04%,PIGB;PIGA;DPM3;PIGF;PIGV;PIGZ;PIGQ
prerank,GO:0006303,0.277810105997947,0.805610277260565,0.7318741450068399,0.8371677662132065,1.0,6/15,28.95%,XRCC5;XRCC6;PAXX;DCLRE1A;POLB;XRCC4
prerank,GO:1990904,0.21819317654433654,0.8055918518807814,0.74822695035461,0.8353793588100418,1.0,18/41,36.61%,HNRNPF;SNRPG;HNRNPR;HNRNPM;RBM42;DDX5;PIH1D1;SECISBP2L;L1TD1;EFTUD2;CELF5;EFL1;CELF1;DHX9;PIH1D2;GRSF1;G3BP2;RBM45
prerank,GO:0005763,0.2728394048890428,0.8052025986394988,0.7470198675496689,0.8340705361451658,1.0,10/16,44.99%,MRPS18C;MRPS34;MRPS18A;MRPS22;MRPS9;MRPS6;MRPS14;MRPS17;MRPS28;MRPS5
prerank,GO:0042073,-0.21464177499755646,-0.8042338850337886,0.7347826086956522,0.897367172199905,1.0,18/18,78.56%,IFT140;LCA5;TRAF3IP1;IFT88;IFT46;TTC30A;WDR60;MAK;IFT57;IFT27;WDR34;IFT81;ICK;IFT172;IFT52;IFT20;LCA5L;TTC30B
prerank,GO:0032981,0.2657476547462476,0.7999519376477441,0.7398921832884097,0.839855888763042,1.0,9/16,44.54%,NDUFAF5;DMAC2;NDUFB3;NDUFAF1;TMEM126B;TMEM126A;NDUFS7;NDUFAF6;NDUFS8
prerank,GO:0005685,0.25821291915149314,0.7952910809722465,0.7348777348777349,0.8448082506584395,1.0,3/18,9.27%,SNRPB2;SNRPG;SNRPB
prerank,GO:0045892,0.19487854947503339,0.7908844311304194,0.8093126385809313,0.8492892889357011,1.0,30/72,39.05%,SAP18;ZNF503;VGLL4;EID1;KCTD1;KAT7;BAHD1;CIPC;SBNO2;PHC2;RSF1;SPINDOC;CRY1;KAT5;CIR1;CRY2;DAXX;DPF2;COMMD7;REST;CCDC85B;DPF3;TRERF1;SAMD11;CIART;CHD8;MDFIC;RCOR3;CBFA2T3;BASP1
prerank,GO:0004714,-0.17238963773864663,-0.7908688715166481,0.8571428571428571,0.9047072835788063,1.0,6/37,10.37%,IGF1R;EPHB4;RYK;EPHA1;EPHB6;FLT1
prerank,GO:0050853,-0.1458043260807816,-0.7868615203532184,0.868421052631579,0.8957792380654289,1.0,66/67,81.39%,CD79A;TEC;IGHV5-10-1;IGHV3-48;IGHV3-11;IGHV6-1;IGHV3-64D;IGHV1-18;IGHV4-39;ITK;IGHG1;IGHV3-20;IGHV3-66;IGHV3-49;IGHG4;IGHV2-26;IGHV1-58;IGHV4-31;IGHV4-28;IGHV1-24;IGHV3-13;IGLC6;IGHM;IGHV3-30;IGHD;IGHV1-69;IGLC7;CTLA4;IGHV3-43;IGHV3-74;IGLC3;IGHV2-70D;IGHV4-61;IGHV3-53;IGHG3;IGHV3-21;IGHV3-73;IGLL5;CD19;IGHV4-59;IGLL1;IGHE;TRBC1;IGLC2;IGHG2;IGHV3-23;IGHV1-69D;CD79B;IGHV1-46;LCK;IGHV5-51;IGHV3-33;IGHV3-15;IGKC;TRDC;LIME1;IGHA2;IGHV2-5;SYK;IGHA1;LAT2;IGHV1-2;TRBC2;IGHV3-7;IGHV4-34;NFAM1
prerank,GO:0030150,0.2541240231726775,0.782754906689941,0.7633289986996099,0.85938366294843,1.0,10/18,44.07%,TIMM23;TIMM17B;DNAJC15;TOMM40L;TIMM17A;TIMM44;TIMM50;GRPEL1;DNLZ;ROMO1
prerank,GO:0001934,0.23602241254096365,0.7772029149304039,0.7641154328732748,0.8652428711474032,1.0,10/24,37.42%,MOB2;FGF23;MOB3A;FMR1;MOB1A;FXR2;MOB3C;HGF;RB1CC1;FGF2
prerank,GO:0006355,0.17177544062580963,0.7722770510480174,0.8787255909558068,0.8700103590458285,1.0,55/165,33.53%,ATXN1;SAP30;MLF1;HCFC2;SPTY2D1;LIN54;ZBTB38;KMT2E;YAF2;TAF5L;SAP30L;MYBL1;RPS6KA4;FOXN2;ZBTB11;MYCBP;BAZ1A;NFIL3;SBNO2;ATF7IP;NAB1;WWC3;GON4L;SFPQ;SNAI3;TERF2IP;NSD2;PHF19;ACTR8;ZNF628;BRD2;ATXN1L;SETBP1;ACTR5;NSD1;ZNF114;BRD4;SBNO1;CTR9;DRAP1;RBBP7;BRDT;ING2;BRD3;ZNF664;ZNF678;YY1AP1;CCAR2;SPIN4;ING3;MLF2;ZNF117;RBBP4;ASCC2;BNC2
prerank,GO:0062023,0.2069511850860334,0.7689003155553474,0.8221957040572793,0.8728494254583395,1.0,10/41,26.67%,FGL2;HTRA1;THBS1;TNC;FCN1;COL6A2;MATN4;LOXL1;VIT;FREM3
prerank,GO:0045296,-0.19071792625458317,-0.7667668529516599,0.8325581395348837,0.9111905009250544,1.0,7/23,21.54%,CTNND1;DCHS1;PTPRO;PKP3;CDH3;CDH23;CDH13
prerank,GO:0060326,0.23386753447046862,0.7635609545998381,0.77735368956743,0.8781533678257322,1.0,6/25,22.48%,CXCR1;ACKR3;CCR5;CXCR2;CX3CR1;CCRL2
prerank,GO:0008528,0.24150443672002314,0.7628955948816355,0.8033854166666666,0.8772232262566798,1.0,11/20,41.01%,LTB4R2;LTB4R;PTH2R;CYSLTR2;VIPR2;GLP2R;GPR84;GIPR;RXFP4;TSHR;GPR37L1
prerank,GO:0016493,0.23809546872531462,0.7548334503690842,0.7946428571428571,0.8856062805777215,1.0,5/22,22.48%,CXCR1;ACKR3;CCR5;CXCR2;CCRL2
prerank,GO:0033674,-0.16090840145908641,-0.7547104216672578,0.9221556886227545,0.9130522933919742,1.0,6/39,10.37%,IGF1R;EPHB4;RYK;EPHA1;EPHB6;FLT1
prerank,GO:0001817,0.2544855433172917,0.7513453910692968,0.7947658402203857,0.8880727630942165,1.0,4/15,25.17%,BTN3A1;BTN3A2;LITAF;BCL6
prerank,GO:0014069,0.20330259663033756,0.7511043311047216,0.8381839348079162,0.8864446040824102,1.0,23/42,48.28%,RTN3;SCRIB;RTN4;USP8;SAMD14;PPP1R9B;FMR1;FXR2;ADD1;AKAP5;NOS1;USP50;NETO2;SRCIN1;NTRK2;NETO1;ADGRB1;ARHGAP44;KCND3;DBN1;SHISA8;ADD3;TMEM108
prerank,GO:0016251,-0.21792191071561284,-0.746554240447529,0.8309352517985612,0.908550009089145,1.0,2/15,1.78%,TAF4B;TAF9
prerank,GO:0007169,0.18154055627330368,0.7457098769381396,0.875140607424072,0.891129568485263,1.0,28/77,35.40%,DOK1;SHC4;DOK2;FYN;SLA;SHC1;DOK6;FGFR1;ZAP70;NTRK1;PDGFRB;EPHA2;FGFR2;DOK3;HCK;NEDD9;FGR;PDGFRA;ERBB2;STYK1;PTK2B;SYK;YES1;CSF1R;DDR2;LTK;LYN;MERTK
prerank,GO:0031514,0.23538293287047518,0.741066093831805,0.809775429326288,0.8950941336535069,1.0,6/20,21.75%,IQUB;ARL13B;ROPN1L;DYNC2H1;IQCG;CATSPERG
prerank,GO:0051017,0.24183703506668527,0.7337838919082695,0.8451443569553806,0.9021957703926948,1.0,5/17,33.97%,LCP1;LIMA1;FSCN3;BAIAP2;DMTN
prerank,GO:0044772,0.24438012372318024,0.7335800295573761,0.835742444152431,0.900503833055735,1.0,8/17,38.90%,CCNF;CCNE2;CCNB1;CCNB3;CCND3;CCNJL;CCND2;CNTD2
prerank,GO:0038023,-0.14050777427376251,-0.731685753650643,0.97,0.911872229508741,1.0,10/63,11.73%,DCBLD2;GRIN2A;LY75;BTLA;EDAR;EDA2R;PAQR8;REG4;NRP2;MRC2
prerank,GO:0051726,0.21585826480815223,0.7311628639358234,0.8374384236453202,0.9014041846660994,1.0,6/27,18.35%,FBXL6;GADD45B;FBXL17;TBRG1;XIAP;CSNK2A2
prerank,GO:0004222,0.18964287820853565,0.7295053259167709,0.8791079812206573,0.9015286500694841,1.0,13/49,26.23%,RCE1;ZMPSTE24;ADAM17;BMP1;ADAM10;MMP14;IDE;ADAMTS5;ADAM9;MMP15;MMP23B;ADAMTS10;ADAMTS1
prerank,GO:0045332,0.23693920123686385,0.729394524623424,0.8272251308900523,0.8997783723588434,1.0,5/18,26.86%,TMEM30A;ATP11B;ATP9A;ATP10D;ATP8B3
prerank,GO:0006911,-0.1340125770450225,-0.719131045270936,0.9496402877697842,0.9108492468245427,1.0,27/58,33.48%,IGHV5-10-1;IGHV3-48;IGHV3-11;HAVCR1;IGHV6-1;IGHV3-64D;IGHV1-18;IGHV4-39;IGHG1;IGHV3-20;IGHV3-66;IGHV3-49;IGHG4;IGHV2-26;IGHV1-58;IGHV4-31;IGHV4-28;IGHV1-24;IGHV3-13;IGLC6;IGHM;IGHV3-30;IGHD;IGHV1-69;IGLC7;IGHV3-43;IGHV3-74
prerank,GO:0008284,0.1921382898484452,0.717530359286479,0.8836104513064132,0.9111594285422553,1.0,20/47,42.29%,FGF23;EREG;TSC22D1;IGF1;MEIS2;EAPP;OSMR;CLEC7A;PDGFA;ERBB2;IL13RA1;PDGFB;MEIS1;IL4;MEIS3;FGF2;PDGFC;S100A13;CSF3;CDK2
prerank,GO:0010494,0.23254196926996418,0.714010231418327,0.8464566929133859,0.9132106984404562,1.0,7/18,26.26%,ROCK1;DDX19B;STAU1;RC3H2;RC3H1;STAU2;DDX6
prerank,GO:0009888,0.2292893703300071,0.7106346226839987,0.8637566137566137,0.9149449474740675,1.0,12/19,44.71%,MEGF9;NTNG2;LAMB3;LAMA2;ATRN;LAMA5;NTN1;NTN4;MEGF8;LAMA3;LAMC1;NTNG1
prerank,GO:0016925,0.22903916356975132,0.7034692084189357,0.85809906291834,0.9207200650832352,1.0,4/18,14.21%,SUMO2;SUMO1;PIAS3;PIAS4
prerank,GO:0046540,0.23029011852770437,0.6972165949074055,0.863448275862069,0.9252063978323236,1.0,6/18,28.06%,SNRPB;TXNL4A;ZMAT2;EFTUD2;PRPF18;LSM8
prerank,GO:0016342,0.22104881477498703,0.6928928456551499,0.8562176165803109,0.9276978089154742,1.0,3/18,12.97%,APC2;CTNNB1;CTNNA1
prerank,GO:0007283,0.22982532993774102,0.6916681105758679,0.8743386243386243,0.9269444096184993,1.0,5/17,29.45%,TDRD7;CFAP97;CNBD2;CATSPER1;PRSS21
prerank,GO:0007005,0.21175910732767628,0.6724436769264022,0.9102564102564102,0.9430653906773693,1.0,11/21,39.78%,CEP89;CHCHD2;VPS13D;LRRK2;VPS13C;STOML2;RHOT1;YME1L1;PHB;ATAD3A;MTX1
prerank,GO:0032040,-0.15257684207882202,-0.6646239525485989,0.9470899470899471,0.9441070509521359,1.0,14/32,29.97%,FBL;RPS7;WDR3;PDCD11;UTP18;NOP58;NOL6;UTP20;NGDN;UTP4;HEATR1;UTP23;UTP14A;EMG1
prerank,GO:0020037,0.18971690963900364,0.6645126570121394,0.9099639855942377,0.9479524368491619,1.0,11/34,35.29%,CYB561D2;CYP2F1;CYB5B;HMOX2;HBQ1;CYB5R4;CYP2R1;FLVCR2;HMOX1;CYP21A2;CAT
prerank,GO:0035064,0.18505934744402477,0.6582123707859668,0.9178082191780822,0.9512587932390362,1.0,13/33,38.50%,KMT2E;BPTF;PHF19;ZMYND11;ATRX;MORC3;ING2;SPIN4;ING3;MTF2;GLYR1;CBX1;CBX8
prerank,GO:0005730,0.14539819178877622,0.6515149423100701,0.9789473684210527,0.9545185004773761,1.0,38/145,28.54%,C6orf89;SPTY2D1;LYAR;NOL12;DEDD2;PYHIN1;NOL10;NIP7;ERI1;ABT1;AATF;LLPH;DNTTIP2;RNF213;DDX24;EXOSC10;CDC14B;RRP36;EIF6;RBM28;UTP11;IFI16;ADAR;MNDA;KRR1;TENT4B;EBNA1BP2;UTP3;EIF4A3;RPS19BP1;FRG1;PARP1;NUSAP1;DCAF13;DDX54;SDAD1;UPF3A;C1D
prerank,GO:0000462,0.2069875225117643,0.6432188780721865,0.898921832884097,0.9588993787537996,1.0,5/19,26.93%,NOL10;MRPS11;RRP36;UTP3;DCAF13
prerank,GO:0004867,0.19652798027816182,0.641372761018874,0.9201030927835051,0.9583414438915533,1.0,10/24,38.87%,SERPINB8;SERPINI1;SERPINB9;SERPINB1;SERPINA1;SERPINI2;SPINT1;SERPINE3;SERPINB6;SERPING1
prerank,GO:1902476,0.2087899141498089,0.6394300424014362,0.9225721784776902,0.9578231983394709,1.0,5/18,27.98%,ANO6;GABRD;GABRB1;SLC12A2;SLC12A7
prerank,GO:0030992,0.2124891041963278,0.6126492494907839,0.9245810055865922,0.9732549757918165,1.0,5/15,28.31%,TRIM59;HSPB11;TTC30B;IFT20;IFT52
prerank,GO:0005251,0.1982799095117957,0.6073572502607796,0.9455511288180611,0.9742859790611919,1.0,5/18,24.99%,KCNE5;KCNA7;KCNQ4;KCNE1;KCNE3
prerank,GO:0035725,0.176669614825531,0.597684117802692,0.9603960396039604,0.977313675904493,1.0,2/28,1.44%,SLC6A6;HCN3
prerank,GO:0071805,0.157301272711309,0.5890639004757537,0.9671746776084408,0.9796367091471232,1.0,17/45,38.23%,HCN3;KCNK7;SLC9A8;SLC9A9;KCNA7;PKD2;SLC9A1;KCNQ4;KCNK5;KCNN3;KCNG1;PKD2L1;SLC9A5;KCNK10;HCN2;KCNN1;KCNK17
prerank,GO:0007409,0.19017718472837575,0.5857440444623145,0.9556714471968709,0.9791683441265959,1.0,5/18,28.56%,ACTB;MAP1S;ISL2;APLP2;CDK5
prerank,GO:0031594,0.18864101930233462,0.5684000722781484,0.9557640750670241,0.9844138586721983,1.0,6/16,32.10%,FCHSD1;SYNGR3;SYNGR1;SYNGR2;PSEN2;PSEN1
prerank,GO:0042742,0.12389853029816045,0.4986489288378599,0.9988571428571429,1.0,1.0,22/68,42.72%,SPN;NOD2;IGHV1-3;GNLY;IGHV4-34;MPEG1;GSDMD;IGHV3-7;HAMP;TRBC2;IGHV1-2;IGHA1;IGHV2-5;IGHA2;FCER1G;TRDC;IGKC;IGHV3-15;GSDMA;IGHV3-33;IGHV5-51;NAIP
prerank,GO:0045165,0.16017715065667348,0.4960630428469651,0.9891745602165088,0.9986505106529453,1.0,8/19,41.85%,PRDM1;SOX13;WNT5B;WNT10B;GATA6;GATA3;GATA2;GATA1
prerank,GO:0009755,0.16009127566151585,0.4729945599372236,0.9958734525447043,0.9996299130704867,1.0,3/16,22.12%,PPARA;PPARG;NR1D2
prerank,GO:0009617,0.1271940908200898,0.42272449109488064,1.0,1.0,1.0,6/24,37.76%,TRAV13-1;TRAV5;TRAC;TRAV24;TRAV39;TRAV21
prerank,GO:0003823,0.09723531026496776,0.3837990851753406,1.0,0.9996983636226529,1.0,17/62,41.73%,TAPBPL;IGHV1-3;FCN1;NCR3LG1;IGHV4-34;TAPBP;IGHV3-7;TRBC2;IGHV1-2;IGHA1;IGHV2-5;IGHA2;TRDC;IGKC;IGHV3-15;IGHV3-33;IGHV5-51
